"","p_value","mean_exp_in_R","mean_exp_in_NR","per_in_R","per_in_NR","log2_R_NR_"
"MUC1",0.338536428903631,0.017037579306979,0.0192769123459661,0.00195217179111762,0.00348756103231807,-0.178153615753857
"PHKA1",0.338536428903631,0.00820888238164959,0.0200465008137642,0.00195217179111762,0.00348756103231807,-1.28809270998995
"SDC1",0.338536428903631,0.0101464128843338,0.0191606603115555,0.00195217179111762,0.00348756103231807,-0.917177506005239
"SLC45A1",0.338536428903631,0.014621766715471,0.0200255754475703,0.00195217179111762,0.00348756103231807,-0.453726060536184
"SPR",0.338536428903631,0.0132259638848219,0.0226017205301093,0.00195217179111762,0.00348756103231807,-0.773059733099707
"TEKT4",0.338536428903631,0.00718887262079063,0.0165287142524994,0.00195217179111762,0.00348756103231807,-1.20113705757188
"RAVER2",0.3385892282635,0.0411322596388482,0.0525226691467101,0.00780868716447047,0.0104626830969542,-0.352669904529738
"CRYGS",0.338653961721003,0.111234748657882,0.128223668914206,0.0214738897022938,0.0258079516391537,-0.205055052396781
"ZBTB7B",0.338653961721003,0.103689604685212,0.135173215531272,0.0214738897022938,0.0258079516391537,-0.382538045812125
"AF165138.7",0.33866887336239,0.0104831625183016,0.0231783306207859,0.00195217179111762,0.00372006510113927,-1.14470265349437
"ANPEP",0.33866887336239,0.010971205466081,0.0141757730760288,0.00195217179111762,0.00372006510113927,-0.36970536350214
"AP000304.12",0.33866887336239,0.00665202537823328,0.011667054173448,0.00195217179111762,0.00372006510113927,-0.81057476167056
"CCL22",0.33866887336239,0.0111761835041484,0.0265101139269937,0.00195217179111762,0.00372006510113927,-1.24611525621535
"CTAGE4",0.33866887336239,0.0120351390922401,0.0227946989072309,0.00195217179111762,0.00372006510113927,-0.921445537530598
"PARVA",0.33866887336239,0.0112981942410932,0.0234387351778656,0.00195217179111762,0.00372006510113927,-1.05280251071534
"PKP3",0.33866887336239,0.0181844802342606,0.0225993954894211,0.00195217179111762,0.00372006510113927,-0.313576492618102
"RAPGEF4",0.33866887336239,0.0119033674963397,0.0154126947221576,0.00195217179111762,0.00372006510113927,-0.372749347796402
"TMEM198",0.33866887336239,0.0119521717911176,0.0214392001860033,0.00195217179111762,0.00372006510113927,-0.842978295850696
"TP53TG5",0.33866887336239,0.0107271839921913,0.0188909555917229,0.00195217179111762,0.00372006510113927,-0.816424279807908
"ZNF396",0.33866887336239,0.0123718887262079,0.0264403627063474,0.00195217179111762,0.00372006510113927,-1.09567620485342
"ZNF492",0.33866887336239,0.0153635919960957,0.0218600325505696,0.00195217179111762,0.00372006510113927,-0.508779992752847
"ZBTB11",0.338710616878423,0.648135675939483,0.696651941408975,0.101024890190337,0.109276912345966,-0.104142194432092
"MYCBP2",0.338893789686595,2.07244997559785,2.03892118112067,0.30307467057101,0.315043013252732,0.0235312726879379
"CDKL3",0.338944906775762,0.193255246461689,0.200381306672867,0.0366032210834553,0.0418507323878168,-0.0522403468240271
"NFKBIL1",0.338944906775762,0.2567691556857,0.299181585677749,0.0366032210834553,0.0418507323878168,-0.220549471966892
"C4A",0.339232893637547,0.044904831625183,0.0628435247616833,0.00780868716447047,0.0106951871657754,-0.484893417667757
"FCGR2B",0.339232893637547,0.0546803318692045,0.0688026040455708,0.00780868716447047,0.0106951871657754,-0.331441170116086
"ZNF233",0.339232893637547,0.0528062469497316,0.0685026737967914,0.00780868716447047,0.0106951871657754,-0.375451690751079
"ZNF625",0.339232893637547,0.0451488530990727,0.0623482910950942,0.00780868716447047,0.0106951871657754,-0.465660677873507
"FGGY",0.339357261591461,0.25252318204002,0.283417809811672,0.0366032210834553,0.042083236456638,-0.166514583526593
"LMAN2L",0.340043342911658,0.234304538799414,0.270655661474076,0.0312347486578819,0.0362706347361079,-0.208073664676313
"AQR",0.340429790825756,1.05455832113226,1.09135084863985,0.168374816983895,0.178330620785864,-0.049476091451911
"PDIK1L",0.341115933738997,0.172059541239629,0.206742617995815,0.0263543191800878,0.0309230411532202,-0.264927920837549
"ATG2B",0.341134999573789,0.512376769155686,0.5211439200186,0.0917520741825281,0.0995117414554755,-0.0244767784537547
"TSC2",0.34149724918687,1.31621278672523,1.28868402697047,0.169350902879453,0.179260637061149,0.0304941705231447
"REL",0.341636942465366,2.40152757442655,2.21122529644269,0.367984382625671,0.355498721227621,0.119106348366127
"AL356356.1",0.341691770808575,0.0664909712054661,0.0849988374796559,0.0107369448511469,0.0139502441292723,-0.35428465912652
"SDCBP2",0.341691770808575,0.0719863347974622,0.0894722157637759,0.0107369448511469,0.0139502441292723,-0.313716679901222
"CCHCR1",0.342060875449202,0.285519765739385,0.292294815159265,0.0370912640312347,0.0425482445942804,-0.0338336154662071
"RNF169",0.342060875449202,0.219199609565642,0.236200883515462,0.0370912640312347,0.0425482445942804,-0.107769132584399
"PLEKHG6",0.343007438781128,0.0411469009272816,0.0334805859102534,0.00878477306002928,0.00651011392699372,0.297458999597834
"RAD51B",0.34322163100485,0.542762323084431,0.576517089049058,0.0736944851146901,0.0806789118809579,-0.0870427959857781
"HARBI1",0.343244575441773,0.246588579795022,0.27230179028133,0.0317227916056613,0.0367356428737503,-0.143100481531159
"RTEL1-TNFRSF6B",0.343261718111415,0.14692532942899,0.169758195768426,0.0317227916056613,0.0365031388049291,-0.208398095058948
"ERMAP",0.343568292326453,0.0729477794045876,0.0570216228784004,0.0117130307467057,0.00906765868402697,0.355354961839573
"ZNF670",0.343568292326453,0.068979990239141,0.0593071378749128,0.0117130307467057,0.00906765868402697,0.217972174738446
"BTG1",0.343957528455966,5.1407467057101,4.79035805626598,0.640800390434358,0.628225993954894,0.101844435013052
"EIF4EBP3",0.343961182369077,0.223035627135188,0.185542897000698,0.0326988775012201,0.0283654963961869,0.265521408451776
"CNN3",0.343992416312531,0.0360078086871645,0.0234061846082306,0.00634455832113226,0.00441757730760288,0.621420021681504
"MYPOP",0.343992416312531,0.0349341142020498,0.0225993954894211,0.00634455832113226,0.00441757730760288,0.628352376856644
"SHISA2",0.343992416312531,0.0511664226451928,0.0311857707509881,0.00634455832113226,0.00441757730760288,0.714309453998022
"ENDOV",0.344522631380205,0.301249389946315,0.333759590792839,0.0375793069790142,0.0427807486631016,-0.147850974375152
"EPOR",0.344522631380205,0.285031722791606,0.302120437107649,0.0375793069790142,0.0427807486631016,-0.0840012853886345
"TRAV23DV6",0.344568584191918,0.150946803318692,0.11146942571495,0.0151293313811615,0.0120902115787026,0.437392148277944
"STX16",0.344661424747058,1.78810151293314,1.78535921878633,0.255246461688629,0.266682166937921,0.00221426524029156
"FBXO11",0.344742988511197,1.05937042459736,0.963285282492444,0.185944363103953,0.176005580097652,0.137172108367862
"EGR3",0.344828028163332,0.189316739873109,0.155882352941176,0.0278184480234261,0.0237154150197628,0.280344370175466
"ZNF131",0.345630009754411,1.56245973645681,1.57109509416415,0.210346510492923,0.220878865380144,-0.0079514927621712
"TAF1",0.345681167571759,0.608091752074183,0.526986747268077,0.0937042459736457,0.086491513601488,0.206522340256149
"TDRD7",0.34594590884787,0.128101512933138,0.148186468263195,0.018057589067838,0.0218553824691932,-0.210126198469982
"ACER3",0.346409240878976,0.21606149341142,0.253957219251337,0.0322108345534407,0.0372006510113927,-0.233143508816307
"LRRC48",0.346700676997119,0.120971205466081,0.144947686584515,0.018057589067838,0.0220878865380144,-0.260868621118584
"CCDC104",0.347279968559866,0.684914592484139,0.643587537781911,0.0946803318692045,0.0871890258079516,0.0897877075688199
"SPATA2",0.347393600908907,0.218155197657394,0.236326435712625,0.0380673499267936,0.0434782608695652,-0.11542617259643
"ACTN2",0.34832459874503,0.0202049780380673,0.00865147640083701,0.00244021473889702,0.00139502441292723,1.22369252419432
"ASPHD1",0.34832459874503,0.00758906783796974,0.00593117879562892,0.00244021473889702,0.00139502441292723,0.355603828348895
"ATP2B2",0.34832459874503,0.015734504636408,0.00667286677516857,0.00244021473889702,0.00139502441292723,1.23755315389832
"BHMT",0.34832459874503,0.0161249389946315,0.00673099279237387,0.00244021473889702,0.00139502441292723,1.26040248547625
"C10orf105",0.34832459874503,0.0105807711078575,0.00813531736805394,0.00244021473889702,0.00139502441292723,0.379174239047425
"CD1C",0.34832459874503,0.0121425085407516,0.00559404789583818,0.00244021473889702,0.00139502441292723,1.11810198988793
"CDR2L",0.34832459874503,0.0132308443142997,0.00748198093466636,0.00244021473889702,0.00139502441292723,0.822412934047668
"CHRNA7",0.34832459874503,0.0141825280624695,0.00952569169960474,0.00244021473889702,0.00139502441292723,0.574218957085943
"CSMD2",0.34832459874503,0.0160810151293314,0.00930016275284818,0.00244021473889702,0.00139502441292723,0.79003061216673
"EXTL1",0.34832459874503,0.0124841386041972,0.00543594512903976,0.00244021473889702,0.00139502441292723,1.19949348128338
"FAM177B",0.34832459874503,0.012820888238165,0.00735875377819112,0.00244021473889702,0.00139502441292723,0.800962847751331
"GABRA2",0.34832459874503,0.0143923865300146,0.0068914205998605,0.00244021473889702,0.00139502441292723,1.06243252168931
"GALNT13",0.34832459874503,0.0128843338213763,0.0072401767030923,0.00244021473889702,0.00139502441292723,0.831521132100182
"GLIS2",0.34832459874503,0.0125134211810639,0.00576842594745408,0.00244021473889702,0.00139502441292723,1.11722667365971
"KCNMB1",0.34832459874503,0.01767691556857,0.0108811904208324,0.00244021473889702,0.00139502441292723,0.700030163412804
"KRT6A",0.34832459874503,0.0115666178623719,0.00798186468263195,0.00244021473889702,0.00139502441292723,0.535169348761768
"LRRC49",0.34832459874503,0.015427037579307,0.00999302487793536,0.00244021473889702,0.00139502441292723,0.626467699410118
"MTRNR2L4",0.34832459874503,0.02265495363592,0.023157405254592,0.00244021473889702,0.00139502441292723,-0.0316470726775579
"NTM",0.34832459874503,0.010780868716447,0.00667286677516857,0.00244021473889702,0.00139502441292723,0.692094828725628
"PI3",0.34832459874503,0.016090775988287,0.00721460125552197,0.00244021473889702,0.00139502441292723,1.15724233707507
"PLEK2",0.34832459874503,0.0146998535871157,0.00861660079051383,0.00244021473889702,0.00139502441292723,0.770611035578066
"PODN",0.34832459874503,0.020497803806735,0.0112159962799349,0.00244021473889702,0.00139502441292723,0.869911567586803
"RAB9B",0.34832459874503,0.0116154221571498,0.0108602650546385,0.00244021473889702,0.00139502441292723,0.0969822753285157
"RDH12",0.34832459874503,0.0133723767691557,0.00807254126947222,0.00244021473889702,0.00139502441292723,0.728161092336813
"RGS22",0.34832459874503,0.0125671059053197,0.00604743083003953,0.00244021473889702,0.00139502441292723,1.05525817994835
"RP11-1220K2.2",0.34832459874503,0.0138262567105905,0.00738665426644966,0.00244021473889702,0.00139502441292723,0.904417658598009
"SLC30A3",0.34832459874503,0.0134797462176672,0.00847709834922111,0.00244021473889702,0.00139502441292723,0.669150905152319
"SPRED1",0.34832459874503,0.0124743777452416,0.0070471983259707,0.00244021473889702,0.00139502441292723,0.823846131096068
"TRPC5",0.34832459874503,0.0111469009272816,0.0104975587072774,0.00244021473889702,0.00139502441292723,0.0865888099280248
"UMODL1",0.34832459874503,0.00970229380185456,0.00462218088816554,0.00244021473889702,0.00139502441292723,1.0697521469334
"ALKBH4",0.349537954027553,0.233948267447535,0.264578005115089,0.0326988775012201,0.0376656591490351,-0.177503587992515
"NCOA3",0.349691794392448,1.66639336261591,1.67155080213904,0.264031234748658,0.275517321553127,-0.00445820419844536
"SLC35A1",0.349907429622328,0.479707174231332,0.513455010462683,0.0673499267935578,0.0741687979539642,-0.0980838555915179
"CNTN2",0.349948308643168,0.0288238164958516,0.017872587770286,0.00439238653001464,0.00279004882585445,0.689512834941467
"EFNA1",0.349948308643168,0.0337579306979014,0.0212136712392467,0.00439238653001464,0.00279004882585445,0.670232156705664
"GOLGA8F",0.349948308643168,0.0258467545143973,0.0141641478725878,0.00439238653001464,0.00279004882585445,0.867739327253328
"LCT",0.349948308643168,0.0214055636896047,0.0154545454545455,0.00439238653001464,0.00279004882585445,0.469954605049305
"PLEKHA4",0.349948308643168,0.023767691556857,0.0160358056265985,0.00439238653001464,0.00279004882585445,0.567704952463771
"RAD9B",0.349948308643168,0.0221181063933626,0.0182097186700767,0.00439238653001464,0.00279004882585445,0.280519243150224
"REG4",0.349948308643168,0.0350902879453392,0.0215205766100907,0.00439238653001464,0.00279004882585445,0.705355053152573
"TNFRSF10C",0.349948308643168,0.0238262567105905,0.014747733085329,0.00439238653001464,0.00279004882585445,0.692059099881687
"ZNF300",0.349948308643168,0.0246022449975598,0.0163357358753778,0.00439238653001464,0.00279004882585445,0.590758524720396
"ABHD6",0.349993566693115,0.30451439726696,0.302834224598931,0.0448999511957052,0.0504533829342013,0.00798217982992715
"AC137932.1",0.350023363900993,0.220868716447047,0.229304812834225,0.038555392874573,0.0439432690072076,-0.0540775439376078
"STT3B",0.350679848636352,0.857950219619326,0.774815159265287,0.13079551000488,0.122297140199953,0.147041760882415
"FAM213A",0.35070507109968,0.0625719863347975,0.0795745175540572,0.00829673011224988,0.0111601953034178,-0.346789602267341
"HNRNPAB",0.35131648700158,0.957642752562226,0.957047198325971,0.162030258662762,0.171588002790049,0.000897485434167272
"PQLC1",0.351815130269793,0.298828696925329,0.313968844454778,0.0522205954123963,0.0583585212741223,-0.0713027069327556
"WWP1",0.351907662441189,1.15204001952172,1.17157637758661,0.162518301610542,0.172285514996512,-0.0242601757275997
"PINLYP",0.352007364793419,0.0429184968277208,0.0617251801906533,0.00585651537335286,0.00813764240874215,-0.524259594746771
"GIN1",0.352224929863937,0.150209858467545,0.121488026040456,0.0195217179111762,0.0160427807486631,0.306165374272667
"KIAA1467",0.352224929863937,0.136320156173743,0.10673564287375,0.0195217179111762,0.0160427807486631,0.35295686905289
"ZNF148",0.352318416854308,0.890439238653001,0.903387584282725,0.133235724743777,0.142292490118577,-0.0208279174327683
"FUZ",0.352365097862666,0.285017081503172,0.309465240641711,0.0453879941434846,0.051150895140665,-0.118728989239128
"PCDH12",0.352539640937287,0.0335529526598341,0.0407579632643571,0.00585651537335286,0.00837014647756336,-0.280642230526751
"RBM34",0.352719438461936,2.33354319180088,2.33512206463613,0.301122498779893,0.312950476633341,-0.000975795852277348
"CRIPAK",0.352898187204034,0.105168374816984,0.080778888630551,0.0156173743289409,0.012555219716345,0.380650734555563
"RP11-295K3.1",0.352898187204034,0.0955197657393851,0.0678121367123925,0.0156173743289409,0.012555219716345,0.494255794856706
"TTC9",0.352898187204034,0.0728013665202538,0.0555568472448268,0.0156173743289409,0.012555219716345,0.390000799639882
"MXD1",0.353615472964695,1.23460224499756,1.26145547547082,0.181063933626159,0.190885840502209,-0.0310429657548243
"CLCF1",0.354311258566022,0.187828208882382,0.15751685654499,0.0239141044411908,0.0202278539874448,0.253907523900125
"DMGDH",0.354455677034703,0.0584187408491947,0.0435456870495234,0.0122010736944851,0.00953266682166938,0.42390142758662
"RP11-434D12.1",0.355689934075419,0.184699853587116,0.202631946059056,0.0336749633967789,0.0385956754243199,-0.133678918322222
"AP000974.1",0.355765362809616,0.10112737920937,0.0990281329923274,0.0195217179111762,0.0162752848174843,0.0302633000543048
"BCL2L2-PABPN1",0.355765362809616,0.116827720839434,0.0870169727970239,0.0195217179111762,0.0162752848174843,0.425013903544171
"GANC",0.355985059936888,0.428560273304051,0.465010462683097,0.0610053684724256,0.0674261799581493,-0.117765055847276
"SFPQ",0.356041936908798,3.23045876037091,3.20707742385492,0.416788677403612,0.429202511043943,0.0104798747857584
"MEGF9",0.356133915674151,0.159306979014153,0.191943734015345,0.0283064909712055,0.0327830737037898,-0.268873993629896
"CRYL1",0.356273057140298,0.330922401171303,0.274936061381074,0.0405075646656906,0.0355731225296443,0.267396808321626
"RRBP1",0.35652049782144,0.492542703757931,0.532945826551965,0.0785749145924841,0.0857940013950244,-0.113740079280378
"TMEM181",0.356873324490905,0.738979990239141,0.74859567542432,0.12298682284041,0.13136479888398,-0.0186514136648632
"LRRC8C",0.357366711809677,1.15145436798438,1.13283422459893,0.184968277208394,0.19507091374099,0.0235204812658861
"AC126614.1",0.357715372053236,0.0301366520253782,0.0366031155545222,0.00390434358223524,0.00581260172053011,-0.280447299542616
"BATF3",0.357715372053236,0.0236554416788677,0.0443524761683329,0.00390434358223524,0.00581260172053011,-0.906842553294555
"CHRNB2",0.357715372053236,0.0227281600780869,0.0342617995814927,0.00390434358223524,0.00581260172053011,-0.592120032337605
"CRLF1",0.357715372053236,0.0273792093704246,0.0348779353638689,0.00390434358223524,0.00581260172053011,-0.349233854304593
"IL5",0.357715372053236,0.0214592484138604,0.0360079051383399,0.00390434358223524,0.00581260172053011,-0.74671412090634
"IQCK",0.357715372053236,0.0261542215714983,0.0339502441292723,0.00390434358223524,0.00581260172053011,-0.376378116932674
"FAM21B",0.357768890601465,0.449028794533919,0.461399674494304,0.0790629575402635,0.0862590095326668,-0.0392090236771925
"AC022498.1",0.357801074982281,0.0676866764275256,0.0480120902115787,0.00927281600780869,0.00697512206463613,0.495474133696331
"FES",0.357801074982281,0.0635236700829673,0.0490327830737038,0.00927281600780869,0.00697512206463613,0.373547616139446
"LIPT2",0.357801074982281,0.0786237188872621,0.0513996744943037,0.00927281600780869,0.00697512206463613,0.613205381485338
"DDX43",0.358013280821204,0.0905514885309907,0.0771401999534992,0.0156173743289409,0.0127877237851662,0.231255471567153
"SLC25A43",0.358013280821204,0.11024402147389,0.0877144850034876,0.0156173743289409,0.0127877237851662,0.329813409270112
"ANKRD20A1",0.358079757453735,0.0197852611029771,0.0270936991397349,0.00390434358223524,0.00604510578935131,-0.453531275655668
"BCL2L14",0.358079757453735,0.0247974621766715,0.0377493606138107,0.00390434358223524,0.00604510578935131,-0.606259728966577
"IGLV3-21",0.358079757453735,0.0206539775500244,0.0395140664961637,0.00390434358223524,0.00604510578935131,-0.935946682381606
"LIM2",0.358079757453735,0.0187798926305515,0.0380306905370844,0.00390434358223524,0.00604510578935131,-1.01797531998627
"LRRIQ3",0.358079757453735,0.0288823816495852,0.0422134387351779,0.00390434358223524,0.00604510578935131,-0.547512644810569
"RARB",0.358079757453735,0.0200634455832113,0.0287770285980005,0.00390434358223524,0.00604510578935131,-0.520348245239836
"DDX27",0.358118673521688,2.51524158125915,2.49339455940479,0.358223523670083,0.370146477563357,0.0125857774829593
"NACC2",0.358631931315435,0.128452903855539,0.0964729132759823,0.0200097608589556,0.0165077888863055,0.413043666223948
"GNG5P2",0.358828424265916,0.0368228404099561,0.0433434085096489,0.0117130307467057,0.0148802604045571,-0.235211694495548
"IRAK1BP1",0.358828424265916,0.0712201073694485,0.0925947454080446,0.0117130307467057,0.0148802604045571,-0.378645714685943
"CH17-132F21.1",0.358872316278611,0.00722303562713519,0.010843989769821,0.000976085895558809,0.00232504068821204,-0.586218465750781
"DYNC1I1",0.358872316278611,0.00384089799902391,0.00877005347593583,0.000976085895558809,0.00232504068821204,-1.19114198823421
"FAM83A",0.358872316278611,0.00608589555880918,0.00966054405952104,0.000976085895558809,0.00232504068821204,-0.666634864894634
"GCNT6",0.358872316278611,0.00833089311859444,0.0161241571727505,0.000976085895558809,0.00232504068821204,-0.952680677249824
"IGFBP2",0.358872316278611,0.00314299658369937,0.016414787258777,0.000976085895558809,0.00232504068821204,-2.38478344311052
"IGHD",0.358872316278611,0.00611517813567594,0.0140339455940479,0.000976085895558809,0.00232504068821204,-1.19845424427142
"IGKV3-7",0.358872316278611,0.00620790629575403,0.00919553592187863,0.000976085895558809,0.00232504068821204,-0.566826877142396
"KCNC1",0.358872316278611,0.00366032210834553,0.0110555684724483,0.000976085895558809,0.00232504068821204,-1.59473069343128
"KREMEN1",0.358872316278611,0.00758418740849195,0.0147198325970704,0.000976085895558809,0.00232504068821204,-0.956694744882321
"KRT5",0.358872316278611,0.00825280624694973,0.0129086259009533,0.000976085895558809,0.00232504068821204,-0.645378761234875
"KYNU",0.358872316278611,0.00618838457784285,0.0170541734480353,0.000976085895558809,0.00232504068821204,-1.46249007348794
"LRRC3DN",0.358872316278611,0.00644216691068814,0.0132480818414322,0.000976085895558809,0.00232504068821204,-1.04016554514463
"MNS1",0.358872316278611,0.00521229868228404,0.00910718437572658,0.000976085895558809,0.00232504068821204,-0.80508533432979
"PCDHGB2",0.358872316278611,0.00604197169350903,0.0139107184375727,0.000976085895558809,0.00232504068821204,-1.20310560150729
"PRICKLE1",0.358872316278611,0.00567105905319668,0.0126691467100674,0.000976085895558809,0.00232504068821204,-1.1596292752386
"PSG3",0.358872316278611,0.00588579795021962,0.0106649616368286,0.000976085895558809,0.00232504068821204,-0.857568853248473
"RGS18",0.358872316278611,0.00750122010736945,0.0141106719367589,0.000976085895558809,0.00232504068821204,-0.911589508655265
"RP11-315D16.2",0.358872316278611,0.00585163494387506,0.0135828877005348,0.000976085895558809,0.00232504068821204,-1.21487855248155
"SOBP",0.358872316278611,0.00632991703269888,0.0112322715647524,0.000976085895558809,0.00232504068821204,-0.827391226246975
"TAC4",0.358872316278611,0.00648121034651049,0.0147570332480818,0.000976085895558809,0.00232504068821204,-1.18706754900245
"TLE6",0.358872316278611,0.00727672035139092,0.0145105789351314,0.000976085895558809,0.00232504068821204,-0.99574480713736
"TPD52L1",0.358872316278611,0.00706686188384578,0.0141083468960707,0.000976085895558809,0.00232504068821204,-0.997407336230425
"TTLL7",0.358872316278611,0.00887750122010737,0.0171425249941874,0.000976085895558809,0.00232504068821204,-0.949354067046923
"MPP5",0.359307559926684,0.148750610053685,0.125596372936526,0.0244021473889702,0.0206928621250872,0.244100783557487
"SLFN11",0.359579342056749,1.09025866276232,0.983534061846082,0.150317227916057,0.141594977912113,0.148623531512031
"AGAP6",0.359879505257078,0.38278672523182,0.364094396651941,0.0624694973157638,0.0564984887235527,0.0722282609325993
"AGAP8",0.360015325715194,0.744538799414348,0.664257149500116,0.136652025378233,0.128109741920484,0.164605181762526
"DYNLL2",0.360146430923958,0.349131283552953,0.360797488956057,0.0707662274280137,0.0774238549174611,-0.0474196639950439
"EPG5",0.36084058425131,0.567618350414837,0.593701464775634,0.0902879453391899,0.0976517089049058,-0.0648164417785605
"RNF216",0.361252352778716,1.6852318204002,1.52905138339921,0.24597364568082,0.235294117647059,0.140310173183176
"CCDC71L",0.361572728812648,0.072440214738897,0.0569262962101837,0.0122010736944851,0.00976517089049058,0.347695586100416
"TMC4",0.361572728812648,0.0602928257686676,0.0490444082771449,0.0122010736944851,0.00976517089049058,0.297897687179965
"CRMP1",0.361647893979353,0.0516691068814056,0.0666961171820507,0.00878477306002928,0.0116252034410602,-0.368300828634568
"MAGEF1",0.361647893979353,0.0662615910200098,0.0823785166240409,0.00878477306002928,0.0116252034410602,-0.314095303408109
"FSCN3",0.362368239217602,0.0942508540751586,0.100402232039061,0.0195217179111762,0.0234829109509416,-0.0912137452997037
"RASA3",0.362924894536985,1.44130795510005,1.34260869565217,0.224987798926306,0.214833759590793,0.102339728481918
"IL16",0.363047019118708,2.60450951683748,2.62345733550337,0.32747681795998,0.339223436410137,-0.0104576193728896
"SMAP2",0.363141285822342,2.22873596876525,1.96371308997907,0.305514885309907,0.294350151127645,0.182641556417865
"DISC1",0.363331763308127,0.179043435822352,0.19444780283655,0.0292825768667643,0.0337130899790746,-0.119073306288134
"NMT2",0.363578209996737,0.648838457784285,0.705538246919321,0.102489019033675,0.110439432690072,-0.120864959674001
"RP11-12J10.3",0.363940090510194,0.0804929233772572,0.0889676819344339,0.0156173743289409,0.0190653336433388,-0.144419410564674
"PBX2",0.364547264902392,0.275514885309907,0.230588235294118,0.0483162518301611,0.043245756800744,0.256811357761425
"DOCK7",0.364865956366045,0.0720009760858956,0.05482445942804,0.0126891166422645,0.00999767495931179,0.393196782753806
"EYS",0.364865956366045,0.0699658369936554,0.0519972099511741,0.0126891166422645,0.00999767495931179,0.428216439361745
"MSANTD2",0.364874605362981,0.109375305026842,0.12607300627761,0.0156173743289409,0.01929783771216,-0.204972370300395
"LARS",0.36503966709287,1.48275744265495,1.49334573355034,0.193265007320644,0.203208556149733,-0.0102655978735291
"BLNK",0.365060086935453,0.0373743289409468,0.0324552429667519,0.00683260126891166,0.00488258544524529,0.203596119305161
"FZD5",0.365060086935453,0.0406051732552465,0.0279423389909323,0.00683260126891166,0.00488258544524529,0.539210753427994
"KCNQ3",0.365060086935453,0.0406686188384578,0.027072773773541,0.00683260126891166,0.00488258544524529,0.58707328757047
"NPPA",0.365060086935453,0.0401610541727672,0.0276284584980237,0.00683260126891166,0.00488258544524529,0.539642067877061
"RPS6KL1",0.365060086935453,0.042913616398243,0.0318135317368054,0.00683260126891166,0.00488258544524529,0.43179494476519
"WISP3",0.365060086935453,0.0277306002928258,0.0194536154382702,0.00683260126891166,0.00488258544524529,0.511440543373476
"ZNF662",0.365060086935453,0.0427623230844314,0.0248035340618461,0.00683260126891166,0.00488258544524529,0.785794536705428
"GFM2",0.365181041216428,0.566808199121523,0.611206696117182,0.08199121522694,0.0890490583585213,-0.108799721401566
"NAAA",0.365226233797227,0.817579306979014,0.717830737037898,0.102000976085896,0.0948616600790514,0.187714982244476
"SMAD3",0.36548490967323,0.631517813567594,0.554040920716113,0.102489019033675,0.0950941641478726,0.188830893751009
"CAMK1D",0.365665592526531,0.245324548560273,0.259572192513369,0.0414836505612494,0.0469658219018833,-0.0814442330409896
"UCK1",0.365714363596895,0.217047340165935,0.187207626133457,0.0302586627623231,0.0260404557079749,0.213370536930822
"LRIG2",0.366435004954452,0.638530990727184,0.658697977214601,0.103953147877013,0.111601953034178,-0.0448604777960093
"ZFP14",0.366764298178751,0.241551976573939,0.262787723785166,0.0297706198145437,0.0344106021855382,-0.121564223143941
"NASP",0.366919960970512,3.13993655441679,3.17353638688677,0.396290873596877,0.408277144850035,-0.0153559759523172
"ZSWIM3",0.3669561573596,0.0976037091264031,0.10773773541037,0.0122010736944851,0.0153452685421995,-0.142515766834101
"POFUT2",0.367158197610072,0.400912640312347,0.417586607765636,0.0732064421669107,0.0799813996744943,-0.0587875399051627
"FAIM2",0.367258109811262,0.0535871156661786,0.0647268077191351,0.00634455832113226,0.00860265054638456,-0.272477188036851
"ZNF772",0.367260626494153,0.0394338701805759,0.0587863287607533,0.00634455832113226,0.00883515461520577,-0.576045374965902
"RGL2",0.367335781838046,0.745324548560273,0.673710764938386,0.11469009272816,0.107184375726575,0.145739426391085
"PHF7",0.367359652273617,0.138579795021962,0.15616368286445,0.0200097608589556,0.0237154150197628,-0.17234205459845
"XPNPEP3",0.367363633256502,0.374489995119571,0.420437107649384,0.0644216691068814,0.0706812369216461,-0.166962830602554
"GABPB2",0.367559434211516,0.998755490483162,1.03386421762381,0.177159590043924,0.186700767263427,-0.0498432878552647
"SC5D",0.367579224695585,1.10874084919473,0.987998139967449,0.127867252318204,0.11973959544292,0.166341966668038
"PSPH",0.367588429673683,0.17020009760859,0.205424319925599,0.0356271351878965,0.0404557079748896,-0.271375126209862
"ADARB2",0.367778046504602,0.205744265495364,0.251122994652406,0.0419716935090288,0.0471983259707045,-0.28754191792725
"DTWD1",0.368046807030547,0.315763787213275,0.326191583352709,0.0419716935090288,0.0474308300395257,-0.0468738291291696
"PCGF3",0.368222707897424,1.10709614446071,1.11584980237154,0.160566129819424,0.169727970239479,-0.011362331282771
"SLC35G2",0.368739590612624,0.112171791117618,0.0831643803766566,0.0165934602244998,0.0134852359916299,0.431672259689504
"TRPM2",0.368739590612624,0.119399707174231,0.0903138804929086,0.0165934602244998,0.0134852359916299,0.402779658323477
"ZNF619",0.368739590612624,0.114153245485603,0.090395256916996,0.0165934602244998,0.0134852359916299,0.336652896511181
"TTC21A",0.368754439956136,0.381293313811615,0.332927226226459,0.0566129819424109,0.051150895140665,0.195694376365999
"KLHL28",0.369074707082298,1.04393850658858,1.05568239944199,0.145436798438263,0.154150197628458,-0.0161391350441227
"DPH2",0.369589509554754,0.416398243045388,0.433492211113695,0.0492923377257199,0.0548709602418042,-0.0580420903447795
