"","p_value","mean_exp_in_R","mean_exp_in_NR","per_in_R","per_in_NR","log2_R_NR_"
"CHMP3",0.00534930311919065,0.997701317715959,1.13320855614973,0.122498779892631,0.14857009997675,-0.183733514698657
"TMEM234",0.00535387863134389,0.270092728160078,0.392085561497326,0.0366032210834553,0.052313415484771,-0.537713717786278
"COL4A3BP",0.0053547512441608,0.731342118106393,0.882032085561497,0.105905319668131,0.130434782608696,-0.270284688008848
"ETAA1",0.00536031098380222,0.232176671547096,0.340692862125087,0.0366032210834553,0.0525459195535922,-0.553248700184677
"NUP205",0.00537577272256445,0.686837481698389,0.797189025807952,0.0946803318692045,0.118112066961172,-0.214953078605712
"GALE",0.005390461180482,0.173064909712055,0.255363868867705,0.0195217179111762,0.0316205533596838,-0.561241177808952
"AGER",0.00539056042790782,0.158125915080527,0.238772378516624,0.0209858467545144,0.0334805859102534,-0.594562124751893
"TTLL12",0.00540029342386092,0.142464616886286,0.201085794001395,0.0224499755978526,0.0355731225296443,-0.49720751401724
"GNPTG",0.00540084881559914,1.31395314787701,1.46983027202976,0.157149829184968,0.185770750988142,-0.161735736281475
"KIAA1328",0.00540207938194988,0.472274280136652,0.376368286445013,0.0746705710102489,0.0562659846547315,0.32747990027009
"SLC38A7",0.00540626727716102,0.147188872620791,0.222113461985585,0.0195217179111762,0.031853057428505,-0.593628226510765
"RAVER1",0.00540780629140064,0.374704734016593,0.475075563822367,0.0629575402635432,0.0827714485003488,-0.342402796835521
"EPT1",0.00540919319812667,0.605431918008785,0.676740292955127,0.0912640312347487,0.114392001860033,-0.160637553631841
"AVEN",0.00541737295091623,0.00610541727672035,0.0368263194605906,0.000976085895558809,0.0055800976517089,-2.59257541176027
"GFPT1",0.00542027999202545,0.710063445583211,0.831060218553825,0.110297706198145,0.13508486398512,-0.227005080292719
"DRAM2",0.00542214104817535,0.780683260126891,0.950313880492909,0.0985846754514397,0.122529644268775,-0.283666767021759
"MED16",0.00543424842560531,0.791581259150805,0.92919321088119,0.10639336261591,0.130899790746338,-0.231241156494856
"TMUB2",0.00543424842560531,0.844582723279649,1.02460125552197,0.10639336261591,0.130899790746338,-0.278751923857355
"GLMN",0.00544231740800159,0.720190336749634,0.864352476168333,0.102489019033675,0.126482213438735,-0.263241510008879
"WRAP53",0.00545764221644027,0.285876037091264,0.394040920716113,0.04099560761347,0.0574285049988375,-0.46295576534851
"SENP1",0.00546591553697553,0.621786237188873,0.735180190653336,0.0951683748169839,0.118577075098814,-0.241679209927847
"NLRP3",0.00547614160852241,0.273948267447535,0.15677516856545,0.0346510492923377,0.0223203906068356,0.805206408746563
"CHTF18",0.0054908431267957,0.341781356759395,0.47478493373634,0.0478282088823817,0.0653336433387584,-0.474200450846145
"MYBBP1A",0.00549855418500748,0.706837481698389,0.791220646361311,0.110785749145925,0.135549872122762,-0.162701528556306
"NHLRC3",0.00549855418500748,0.755056124938995,0.873117879562892,0.110785749145925,0.135549872122762,-0.209592558090321
"FAM153C",0.00552547153801175,0.0580136652025378,0.020395256916996,0.0102489019033675,0.00418507323878168,1.50815908843948
"FLT4",0.00552547153801175,0.0677940458760371,0.0243687514531504,0.0102489019033675,0.00418507323878168,1.47612623619921
"FNIP2",0.00553309552183793,0.121586139580283,0.0578586375261567,0.0200097608589556,0.0109276912345966,1.07137451993641
"CCNE2",0.00553550109304616,0.266525134211811,0.372050685887003,0.0390434358223524,0.0553359683794466,-0.481227588213473
"ARFIP1",0.0055604367089084,0.49564177647633,0.655352243664264,0.0722303562713519,0.093234131597303,-0.402972751757356
"PEX3",0.00557574375569937,0.528023426061493,0.634996512438968,0.0693020985846755,0.0897465705649849,-0.266146731266692
"OGFOD3",0.00558870030328347,0.275431918008785,0.360888165542897,0.0370912640312347,0.0527784236224134,-0.389856080625514
"INADL",0.00562719853178231,0.735778428501708,0.560564984887235,0.112249877989263,0.0897465705649849,0.39238974937368
"KIN",0.00563335287353061,0.611307955100049,0.781564752383167,0.0854075158613958,0.107881887933039,-0.354466063618519
"AFAP1",0.00564148889329287,0.308291849682772,0.222659846547315,0.0517325524646169,0.0365031388049291,0.469455336801063
"NET1",0.00567771785783176,0.10792093704246,0.167616833294583,0.0170815031722792,0.0285980004650081,-0.635192262276516
"HLA-G",0.00568201569189176,3.57865300146413,3.50413624738433,0.892142508540752,0.867472680771914,0.0303577911330963
"DDAH2",0.00568537548490388,0.496744753538311,0.633661939083934,0.063933626159102,0.0837014647756336,-0.351208632365267
"SERPINE2",0.00568633541790432,0.0475207418252806,0.0956265984654731,0.00634455832113226,0.0141827481980935,-1.00885460096222
"PRPF6",0.00568775892847889,1.52641288433382,1.67142990002325,0.234748657881894,0.267147175075564,-0.130937595230249
"IDI1",0.0056896126739447,2.48296242069302,2.7150685887003,0.29526598340654,0.329923273657289,-0.12892621750907
"CRHR1",0.00569208303080958,0.0133674963396779,0.00519879097884213,0.00292825768667643,0.000232504068821204,1.36248122479559
"FBXO39",0.00569208303080958,0.0179843826256711,0.00199488491048593,0.00292825768667643,0.000232504068821204,3.17236721341629
"GPR4",0.00569208303080958,0.0218106393362616,0.00229481515926529,0.00292825768667643,0.000232504068821204,3.24858220187202
"TMEM132C",0.00569208303080958,0.0106246949731576,0.00212508718902581,0.00292825768667643,0.000232504068821204,2.32182748406354
"HACL1",0.00573534652834137,0.666373840897999,0.787077423854917,0.0858955588091752,0.108346896070681,-0.240173791351819
"RABGGTA",0.00574617391203412,0.816037091264031,0.975349918623576,0.0966325036603221,0.120204603580563,-0.257285167707575
"PLA2G4C",0.00575292890640466,0.0822791605661298,0.156070681236922,0.0122010736944851,0.0223203906068356,-0.923600564026731
"L3MBTL2",0.00575427251186219,0.561224987798926,0.657986514764008,0.0761346998535871,0.0974192048360846,-0.229478772189093
"DNAJA3",0.00576126877084725,0.882054660810151,1.01856312485468,0.108345534407028,0.132759823296908,-0.20759542597118
"RGCC",0.00577621726225911,2.09626159102001,1.72056730992792,0.263055148853099,0.231109044408277,0.284934428487935
"UPP1",0.00580291398139757,1.16192288921425,1.35182980702162,0.144948755490483,0.172285514996512,-0.218399202557844
"PPP2R2A",0.00580676792826312,0.748286969253294,0.864491978609626,0.130307467057101,0.156475238316671,-0.208260925453328
"FBXL6",0.00582401095565157,0.103831137140068,0.164222273889793,0.0146412884333821,0.0253429435015113,-0.661410669267461
"NQO2",0.00582434599223807,0.336627623230844,0.47853057428505,0.0463640800390434,0.06370611485701,-0.507457537127203
"PPP1R16B",0.00583967777405649,1.62942410932162,1.77518251569402,0.255246461688629,0.288305045338293,-0.123605203282707
"ARMC6",0.00584831128228269,0.517530502684236,0.624443152755173,0.0673499267935578,0.0876540339455941,-0.27092634362106
"THOC1",0.00585489621145615,0.776632503660322,0.924724482678447,0.101024890190337,0.124854684956987,-0.251791497180689
"CHERP",0.00586502324030448,0.731268911664226,0.857158800279005,0.13079551000488,0.157172750523134,-0.229160477667254
"CDC25A",0.00587092623023595,0.0146998535871157,0.0423715415019763,0.00292825768667643,0.00906765868402697,-1.52729383010278
"KBTBD2",0.00587181240822571,1.60669106881406,1.81299930248779,0.199121522693997,0.229946524064171,-0.174285812732092
"OMD",0.00587778458640777,0.0930649097120547,0.154340850964892,0.0146412884333821,0.0255754475703325,-0.729810760521391
"ORMDL3",0.0058862491146407,1.06781844802343,1.24485003487561,0.135675939482674,0.162520344106022,-0.221305574700903
"C1orf170",0.00588640266134461,0.0304782820888238,0.0708625900953267,0.00488042947779405,0.0120902115787026,-1.21724261081709
"DMC1",0.00588640266134461,0.0294045876037091,0.0750918391071844,0.00488042947779405,0.0120902115787026,-1.352614868864
"RSPH10B2",0.00590236002172178,0.0315666178623719,0.0120111601953034,0.00683260126891166,0.00209253661939084,1.39402418228906
"SLC39A8",0.00590422750867487,0.499877989263055,0.35256219483841,0.0732064421669107,0.0551034643106254,0.503698220256088
"STIM1",0.0059076983849825,1.88282576866764,1.99447570332481,0.266471449487555,0.299930248779354,-0.0831100454012804
"DDX19A",0.00591179550342274,0.875505124450952,1.04364101371774,0.122010736944851,0.147640083701465,-0.253438018310563
"IGKC",0.00591438314066312,0.378911664226452,0.35002557544757,0.08199121522694,0.0630086026505464,0.114401211891506
"CTBS",0.00592277687756084,0.666076134699854,0.801043943269007,0.0902879453391899,0.112996977447105,-0.266194295924604
"BHLHE41",0.00592355904596294,0.0505124450951684,0.0155638223668914,0.00780868716447047,0.00255754475703325,1.69844245852092
"CSF3R",0.00592355904596294,0.0506149341142021,0.0188328295745176,0.00780868716447047,0.00255754475703325,1.42631334325761
"LSMEM1",0.00593629908135852,0.184489995119571,0.105129039758196,0.0263543191800878,0.0158102766798419,0.811381341646885
"DDX46",0.00594138145958467,1.86551000488043,2.00103231806557,0.301610541727672,0.336433387584283,-0.10117437049634
"FAXDC2",0.00595720297072669,0.0415714982918497,0.0773564287375029,0.00732064421669107,0.0155777726110207,-0.8959264468762
"HIST1H2BE",0.00595720297072669,0.0526451927769644,0.0874982562194838,0.00732064421669107,0.0155777726110207,-0.732952465743007
"TAF6L",0.00595720297072669,0.0542606149341142,0.0934457102999302,0.00732064421669107,0.0155777726110207,-0.78422303968361
"ANAPC7",0.00598528165456968,0.964216691068814,1.14519646593815,0.122498779892631,0.148105091839107,-0.248165814488925
"NINJ1",0.00600585894136553,0.94232308443143,1.0890537084399,0.109809663250366,0.134387351778656,-0.208781413159931
"ITPRIP",0.00602663272065996,1.24250854075159,1.37153220181353,0.163006344558321,0.191350848639851,-0.142532726594769
"NRBF2",0.00604549065266404,0.900600292825769,1.04262032085562,0.114202049780381,0.13903743315508,-0.211255031826006
"APOO",0.00606849053456932,0.239965836993655,0.347109974424552,0.0302586627623231,0.0446407812136712,-0.532563792966027
"DUOX2",0.00607337395702231,0.036564177647633,0.0104882585445245,0.00585651537335286,0.00162752848174843,1.8016557604571
"RNF38",0.0060762080364722,1.12652025378233,1.26298070216229,0.169350902879453,0.198325970704487,-0.164959343376958
"SYNE1",0.00608964278411605,3.16757930697901,3.29880725412695,0.446071254270376,0.483143455010463,-0.0585637444875364
"IMMP2L",0.00609042405569458,0.394158125915081,0.263806091606603,0.0546608101512933,0.0392931876307835,0.579296638691276
"PRUNE",0.00609512865295129,0.543840897999024,0.669353638688677,0.0712542703757931,0.0918391071843757,-0.299583980181939
"C3orf62",0.00609639346534724,0.225646656905808,0.29331550802139,0.0424597364568082,0.0590560334805859,-0.378387946222371
"ATAD1",0.0060993640004654,1.19109321620303,1.32299930248779,0.158125915080527,0.186235759125785,-0.151525976552757
"EIF4B",0.00610400822317385,4.69866276232308,4.80588467798186,0.598828696925329,0.634736107881888,-0.0325518052367382
"THNSL1",0.00610734710491098,0.0669838945827233,0.116170657986515,0.00829673011224988,0.0169727970239479,-0.794359558569544
"CKLF-CMTM1",0.00610844402496986,0.184763299170327,0.253366658916531,0.0361151781356759,0.0516159032783074,-0.455548476932238
"TRAK2",0.00611654625552331,0.530488042947779,0.666347361078819,0.0775988286969253,0.0988142292490119,-0.328954204189729
"TMEM121",0.00612009906582538,0.0621913128355295,0.11923273657289,0.00927281600780869,0.0181353173680539,-0.938995419574774
"IKBKB",0.00612282315058858,1.22548560273304,1.34160427807487,0.182040019521718,0.211811206696117,-0.130605659238428
"SLC25A12",0.00613071809947664,0.559858467545144,0.697605208091142,0.0775988286969253,0.0990467333178331,-0.317348651489538
"NT5DC2",0.00613975006388212,0.0648316251830161,0.139711694954662,0.0102489019033675,0.0197628458498024,-1.10768314698511
"SAPCD2",0.00613975006388212,0.0632113225963885,0.105752150662637,0.0102489019033675,0.0197628458498024,-0.742432097071483
"C12orf23",0.00614133155591614,0.873494387506101,1.01622645896303,0.123474865788189,0.149267612183213,-0.218351593956555
"DCLRE1B",0.00615999912053026,0.175090287945339,0.245291792606371,0.0268423621278673,0.0404557079748896,-0.486399901162651
"PIK3R1",0.00616724093939535,2.33857491459248,2.54727040223204,0.282576866764275,0.316438037665659,-0.123322469976564
"COMMD10",0.00617304078852923,0.792874572962421,0.981671704254824,0.110785749145925,0.135317368053941,-0.30814797160471
"MSH3",0.00617513911392634,0.326544655929722,0.445970704487329,0.0546608101512933,0.0730062776098582,-0.449668645602391
"ELF1",0.00617986463607157,3.43327964860908,3.50613113229481,0.469985358711567,0.506858870030226,-0.0302925821852962
"VPS11",0.0061849098898116,0.695436798438263,0.872136712392467,0.0951683748169839,0.118344571029993,-0.326634895337566
"AK9",0.00618520836100934,0.322684236212787,0.215449895373169,0.0478282088823817,0.0334805859102534,0.582770703086043
"STAT5A",0.00619054818460876,1.46445095168375,1.60809579167635,0.203025866276232,0.23366658916531,-0.134993473723696
"SLC18B1",0.00620038848682691,0.177984382625671,0.297186700767263,0.0268423621278673,0.0406882120437108,-0.739618899719952
"PARS2",0.00620503048785802,0.0144704734016593,0.0539293187630784,0.00195217179111762,0.00720762613345734,-1.89795768937043
"TBCK",0.00620957320717738,0.801449487554905,0.907988839804697,0.115178135675939,0.139967449430365,-0.180062969868417
"ACD",0.00621004671124413,1.06155197657394,1.19776796093932,0.133235724743777,0.159730295280167,-0.174173435952686
"NT5DC1",0.00621071345286793,0.765588091752074,0.910511508951407,0.0990727183992191,0.122529644268775,-0.250108863346941
"PLAA",0.00621222562666245,0.769502196193265,0.910023250406882,0.10688140556369,0.130899790746338,-0.241977961476369
"ZNF710",0.00621955974531797,0.124699853587116,0.181264822134387,0.0190336749633968,0.0309230411532202,-0.539639198731026
"DHX15",0.00623036510371434,2.00614934114202,2.17845617298303,0.26256710590532,0.295977679609393,-0.118877082251918
"CEP78",0.00623423659208205,0.657672035139092,0.770720762613346,0.0917520741825281,0.114392001860033,-0.22883992979083
"DNAJA4",0.00624317281302816,1.36550512445095,1.1015391769356,0.169350902879453,0.142757498256219,0.309913921931352
"HNRNPH3",0.00624383334680166,2.93236212786725,3.09594047895838,0.380185456320156,0.416414787258777,-0.0783144571632997
"ARHGAP12",0.00626180408392662,0.4100439238653,0.294524529179261,0.0600292825768668,0.0439432690072076,0.477390666895948
"TMEM204",0.00626180408392662,0.465529526598341,0.333880492908626,0.0600292825768668,0.0439432690072076,0.479540868950276
"ACBD5",0.00626530445699833,0.645705222059541,0.773299232736573,0.0883357735480722,0.110671936758893,-0.260151086867412
"AKNA",0.00626996038849816,4.43714494875549,4.46965589397814,0.642752562225476,0.677749360613811,-0.0105320840965556
"FAM168A",0.00627508035931216,0.44152757442655,0.529818646826319,0.0815031722791606,0.103231806556615,-0.262995079512593
"EIF2D",0.0062907622487895,0.677618350414837,0.835491746105557,0.0956564177647633,0.118577075098814,-0.302152631382652
"GOLGA4",0.00631683324142795,1.94647632991703,2.17555452220414,0.264031234748658,0.297140199953499,-0.16051837220092
"SFR1",0.00633525605057601,0.218545632015617,0.296084631481051,0.0287945339189849,0.0430132527319228,-0.438075064332022
"MFI2",0.00634570542001814,0.0138750610053685,0.0469216461288073,0.00195217179111762,0.00744013020227854,-1.75775951294158
"POLE3",0.00634857660768833,1.08284529038555,1.26263427109974,0.134211810639336,0.160427807486631,-0.221609679995637
"DCUN1D1",0.00634941018533081,1.25657881893607,1.42403859567542,0.20497803806735,0.235759125784701,-0.180487081017445
"PILRA",0.0063529568164345,0.310312347486579,0.195022087886538,0.0605173255246462,0.0441757730760288,0.670083573042549
"MTM1",0.00635670493851932,0.431771595900439,0.548658451522902,0.0605173255246462,0.0795163915368519,-0.345639989630587
"FOXM1",0.00635704793752877,0.16075158613958,0.262880725412695,0.025378233284529,0.0388281794931411,-0.709575393758048
"RNF115",0.00637097122825139,0.700546608101513,0.817356428737503,0.116154221571498,0.141129969774471,-0.222484301015953
"CELF6",0.00637264190655116,0.0582284040995608,0.0254429202511044,0.0117130307467057,0.0051150895140665,1.19445881080171
"SLC38A9",0.00640083009813852,0.401971693509029,0.516086956521739,0.0527086383601757,0.0706812369216461,-0.360520257024647
"RBM12",0.0064472486819729,2.54100048804295,2.72423854917461,0.329428989751098,0.364566379911648,-0.100456386636187
"TTC37",0.00644827901393408,0.634285017081503,0.751594977912113,0.0927281600780869,0.115322018135317,-0.244824163235911
"NPAT",0.00644841782826119,1.36330893118594,1.06079051383399,0.199609565641776,0.171122994652406,0.361972740324532
"ALG11",0.00645347500095096,0.407018057589068,0.515794001395024,0.0580771107857491,0.0767263427109974,-0.341702193000498
"MECP2",0.00647088120136905,1.23834065397755,1.32405254591955,0.2298682284041,0.261799581492676,-0.096552138823325
"CELF2",0.00647512689356752,4.54474377745242,4.67766798418972,0.637872132747682,0.672634271099744,-0.0415905036180122
"CCDC14",0.00648275993889902,0.892244997559785,1.01899093234132,0.135187896534895,0.161590327830737,-0.191629400672467
"HIST3H2BB",0.00648536522427022,0.0465788189360664,0.0920576610090677,0.00585651537335286,0.0134852359916299,-0.98286372850646
"LAIR2",0.00653475967937356,0.213372376769156,0.336872820274355,0.0273304050756467,0.0411532201813532,-0.658830616318986
"TBCC",0.0065406125034861,1.58860419716935,1.76080678911881,0.186432406051733,0.215996279934899,-0.148476892846807
"SESN2",0.00654073681542784,0.775549048316252,0.603520111601953,0.108345534407028,0.0867240176703092,0.361816177100813
"NUDT8",0.00656355559680194,0.131464128843338,0.218846779818647,0.0165934602244998,0.0276679841897233,-0.735251954816132
"MBTPS1",0.00658884516439105,1.35386530014641,1.4762729597768,0.186920448999512,0.216461288072541,-0.12487528907274
"DAZAP1",0.00661141585646282,0.787828208882382,0.887970239479191,0.141044411908248,0.16786793768891,-0.172630250296829
"TAF1C",0.00661764242340187,0.792981942410932,0.90436875145315,0.117618350414837,0.142524994187398,-0.189623130071056
"ABHD15",0.00666410125111588,0.148901903367496,0.21910253429435,0.0209858467545144,0.0332480818414322,-0.557243976084988
"CCDC152",0.00668553707403356,0.222113225963885,0.306654266449663,0.0351390922401171,0.0502208788653801,-0.465317720962994
"ZFAT",0.00668668013785138,0.211400683260127,0.29105324343176,0.0312347486578819,0.0455707974889561,-0.461303055135823
"PKIA",0.00673344863969132,0.246027330405076,0.155882352941176,0.0341630063445583,0.0220878865380144,0.658360975624585
"KCNK10",0.00673477571895162,0.0148755490483163,0.0037642408742153,0.00341630063445583,0.000465008137642409,1.98251206412416
"KRT72",0.00673477571895162,0.023933626159102,0.00211811206696117,0.00341630063445583,0.000465008137642409,3.49818816682213
"KRT73",0.00673477571895162,0.0210785749145925,0.00317600558009765,0.00341630063445583,0.000465008137642409,2.73049197985033
"RP11-169F17.1",0.00673477571895162,0.0195900439238653,0.00257382004185073,0.00341630063445583,0.000465008137642409,2.92813754151447
"SCARF2",0.00673477571895162,0.0188433382137628,0.00203441060218554,0.00341630063445583,0.000465008137642409,3.21137177915557
"GPR75-ASB3",0.00678081335826462,0.754407027818448,0.864047895838177,0.105905319668131,0.129737270402232,-0.195768170200072
"MED30",0.00681866921450548,1.05664714494876,1.19033713089979,0.127867252318204,0.153452685421995,-0.171876550003451
"EIF4ENIF1",0.00682547760833675,0.353777452415813,0.431095094164148,0.0512445095168375,0.0688212043710765,-0.285164042318554
"ATP2B1",0.00683260324350243,1.39831625183016,1.18749360613811,0.1966813079551,0.168565449895373,0.235770940914631
"PIK3C3",0.00683782572495577,1.10304050756467,1.27124622180888,0.137628111273792,0.163915368518949,-0.204757713558266
"B3GNTL1",0.00685074106431357,0.433216203025866,0.537019297837712,0.0619814543679844,0.0811439200186003,-0.309886729306996
"MBTPS2",0.00688116338348997,0.159385065885798,0.243696814694257,0.0244021473889702,0.0374331550802139,-0.612570936497479
"CADM2",0.00689571808574525,0.0215910200097609,0.00687049523366659,0.00439238653001464,0.000930016275284817,1.65194540210322
"TREM2",0.00689571808574525,0.0339238653001464,0.00419204836084631,0.00439238653001464,0.000930016275284817,3.01657329508704
"ZNF726",0.0068997972387021,0.0852855051244509,0.142371541501976,0.0107369448511469,0.0202278539874448,-0.739288325073051
"DEF6",0.00692016754541352,3.35152757442655,3.51322018135317,0.420693020985847,0.456870495233667,-0.0679751927610175
"RALBP1",0.00692211546614721,0.513806734992679,0.627214601255522,0.0741825280624695,0.0946291560102302,-0.287733343845075
"WTAP",0.00694172257602097,3.82082967301122,4.00743315508021,0.625183016105417,0.660079051383399,-0.0687925101930194
"RGL4",0.00695335528061729,0.881249389946315,1.06990234829109,0.115178135675939,0.139734945361544,-0.279856866745692
"TMEM110-MUSTN1",0.00696282978817902,0.180858955588092,0.254375726575215,0.0297706198145437,0.0437107649383864,-0.492095972510585
"RARS2",0.00697713034732351,0.916232308443143,1.07898628225994,0.128843338213763,0.15438270169728,-0.235891181588358
"COX11",0.0069836011921947,0.681268911664226,0.788063241106719,0.0878477306002928,0.109741920483608,-0.210087035048351
"C15orf40",0.00698569945725363,0.466900927281601,0.572636596140432,0.0595412396290874,0.0781213671239247,-0.294503419416065
"PLEKHG1",0.00699089625018909,0.105226939970717,0.157300627760986,0.0156173743289409,0.0262729597767961,-0.580020320780323
"SLC14A1",0.0069955504824897,0.062464616886286,0.123087654033946,0.00976085895558809,0.0186003255056964,-0.978574952627688
"ACVR1",0.00700058617482879,0.0879648609077599,0.163694489653569,0.0156173743289409,0.0265054638456173,-0.896006523741149
"PPP1R32",0.00700058617482879,0.12024402147389,0.184712857475006,0.0156173743289409,0.0265054638456173,-0.619319127734065
"SGPP2",0.00701675826717497,0.138477306002928,0.195498721227621,0.022938018545632,0.0355731225296443,-0.49750960750239
"ACTR3C",0.00703222069055801,0.219707174231332,0.300681236921646,0.0317227916056613,0.0462683096954197,-0.452652864094571
"RBFOX2",0.00703352390757048,0.0247047340165935,0.00416414787258777,0.00390434358223524,0.000697512206463613,2.56869431705813
"CRBN",0.00703418597857867,1.20210346510493,1.36749360613811,0.149341142020498,0.176470588235294,-0.185973013332408
"CTC-554D6.1",0.0070373252854084,0.210209858467545,0.27026040455708,0.0336749633967789,0.0485933503836317,-0.362519829575532
"FAR2",0.0070373252854084,0.232118106393363,0.318095791676354,0.0336749633967789,0.0485933503836317,-0.454602220902015
"EIF2B3",0.00704005093267021,0.390019521717911,0.517651708904906,0.0517325524646169,0.0695187165775401,-0.40843539996063
"MED11",0.00705126511961963,0.386979014153245,0.507479655893978,0.0468521229868228,0.06370611485701,-0.391094656721801
"CLP1",0.0070671475759425,0.336715470961445,0.447235526621716,0.0400195217179112,0.055800976517089,-0.409504784971656
"HMGCR",0.00709272424444801,0.669365544167887,0.788388746803069,0.0956564177647633,0.118344571029993,-0.236112894292858
"RUSC1",0.00709334733073276,0.319360663738409,0.419183910718438,0.0400195217179112,0.0560334805859103,-0.392396719655762
"ZDHHC5",0.00712928540083458,0.813557833089312,0.913494536154383,0.120546608101513,0.145547547082074,-0.167151193868729
"RPAP1",0.00713065864690887,0.574548560273304,0.663362008835155,0.0717423133235725,0.0918391071843757,-0.207367557252097
"ATXN7L3B",0.00713339102657008,0.882957540263543,0.981039293187631,0.120546608101513,0.145315043013253,-0.151966858207285
"TNF",0.00713406395104547,1.05858467545144,1.27128574750058,0.129819424109322,0.155545222041386,-0.264151667907482
"ITGAM",0.00715934269514026,0.127901415324549,0.200869565217391,0.0170815031722792,0.0283654963961869,-0.651226761667223
"HBS1L",0.00716470703180947,1.65601756954612,1.84754940711462,0.239629087359688,0.271564752383167,-0.157894966182152
"AGPAT3",0.00717392072563662,0.395710102489019,0.481069518716578,0.068814055636896,0.0885840502208789,-0.281801493180809
"FUOM",0.0071814881178675,0.367325524646169,0.496024180423157,0.0424597364568082,0.0585910253429435,-0.433351302240572
"HEATR2",0.00718259641619605,0.122010736944851,0.176238084166473,0.0185456320156174,0.0299930248779354,-0.530517606575602
"ZKSCAN1",0.00721228126720522,0.844665690580771,0.997635433620088,0.130307467057101,0.156010230179028,-0.240132255664279
"UBE2S",0.00722018164144159,0.620370912640312,0.420234829109509,0.0927281600780869,0.072773773541037,0.561935306558463
"SBF2",0.00722362333452378,0.155070766227428,0.0874261799581493,0.0239141044411908,0.0141827481980935,0.826789469026071
"TULP4",0.00723650616693601,1.21466569058077,1.31384096721693,0.200585651537335,0.230644036270635,-0.113231357318853
"TRAV12-2",0.0072419075336921,0.508589555880917,0.696717042548245,0.0522205954123963,0.0699837247151825,-0.454071017873149
"ABL2",0.00725367181935224,0.198238164958516,0.128358521274122,0.0366032210834553,0.0241804231574053,0.627055663403268
"ZNF92",0.00725739744605745,0.666866764275256,0.769772146012555,0.0854075158613958,0.106951871657754,-0.207032919645137
"ANKS6",0.00726270639252377,0.123757930697901,0.0652383166705417,0.0209858467545144,0.0118577075098814,0.923729517319585
"IFT140",0.00726270639252377,0.143699365544168,0.0841408974657056,0.0209858467545144,0.0118577075098814,0.772174580667795
"PLEKHM2",0.00726600138924437,0.302064421669107,0.394536154382702,0.0448999511957052,0.0616135782376192,-0.38530124374196
"MOSPD3",0.00728179893506186,0.391591020009761,0.504833759590793,0.0497803806734993,0.0671936758893281,-0.366460709096356
"ST7-OT4",0.00728255374324058,0.135583211322596,0.0765217391304348,0.0224499755978526,0.0130202278539874,0.825236979209372
"ATF4",0.00728429743367345,2.95845778428502,3.09422692397117,0.336749633967789,0.371308997907463,-0.0647336961321065
"TOP3A",0.00728500756440172,0.499180087847731,0.626259009532667,0.0722303562713519,0.0925366193908393,-0.327199066809388
"CDC25B",0.00729445229695394,0.896373840897999,1.03661939083934,0.135675939482674,0.161590327830737,-0.209713833869213
"PSG11",0.0072996411103424,0.00191312835529527,0.0142408742152988,0,0.00325505696349686,-2.89603213772868
"SLC38A10",0.00730214704148928,1.15309419228892,1.31917461055568,0.162518301610542,0.190420832364566,-0.194125170792575
"SSBP4",0.00733237007756725,0.385119570522206,0.474064171122995,0.0605173255246462,0.0792838874680307,-0.29977592295033
"DBNDD1",0.00733362383912811,0.0457393850658858,0.00966054405952104,0.00536847242557345,0.00139502441292723,2.24326062413883
"NFKBIA",0.00733828017638199,5.00618350414836,5.17511973959544,0.542215714982919,0.578005115089514,-0.0478810687274476
"RASSF4",0.00735179550112641,0.251342118106393,0.358774703557312,0.0322108345534407,0.0467333178330621,-0.513425724531822
"IER5L",0.00735212631252265,0.0853879941434846,0.0462032085561497,0.018057589067838,0.00976517089049058,0.886040193761015
"C9orf37",0.0073600749136071,0.485475841874085,0.637742385491746,0.066373840897999,0.0857940013950244,-0.393574262053749
"TMED7",0.00736902172397809,0.804738897022938,0.927721460125552,0.108833577354807,0.132759823296908,-0.205170947401626
"SCO1",0.00737090659416117,0.413396778916545,0.520720762613346,0.0551488530990727,0.0732387816786794,-0.332982784525967
"GTF2F2",0.0073710045848728,0.772601268911664,0.949425714950012,0.108833577354807,0.132527319228086,-0.297331078280736
"KDM6A",0.00737440726809286,1.02212786725232,1.13419204836085,0.151781356759395,0.179028132992327,-0.150089259563255
"CABLES2",0.00738293760654932,0.077369448511469,0.13690537084399,0.0122010736944851,0.0218553824691932,-0.823343149636215
"SVIP",0.00738696442335146,0.701932650073206,0.902332015810277,0.122010736944851,0.146942571495001,-0.362325763565314
"C1orf172",0.00744394287176444,0.0511810639336262,0.0199906998372472,0.00780868716447047,0.00279004882585445,1.35628115887822
"MFGE8",0.00744914488895827,0.241756954612006,0.341160195303418,0.0429477794045876,0.0592885375494071,-0.496891938500935
"VARS",0.00744914488895827,0.283631039531479,0.384936061381074,0.0429477794045876,0.0592885375494071,-0.440603406866567
"FKBP9",0.00745264614491284,0.0598535871156662,0.026907695884678,0.0107369448511469,0.00465008137642409,1.15341885485642
"UBE2O",0.00745930991614386,0.397110785749146,0.290385956754243,0.0624694973157638,0.0462683096954197,0.451569860402041
"SLC19A2",0.00747324201925899,0.308657881893607,0.211567077423855,0.0522205954123963,0.0374331550802139,0.544893489626914
"CLEC18C",0.00747859248460183,0.0607174231332357,0.0282934201348524,0.0117130307467057,0.0053475935828877,1.10164398202654
